date,external_source_group,external_feature_name,base_feature_name,feature_adjustment,value,missing_ratio,valid_count
2020-09-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.333375,0.0,1
2020-09-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.0,0.0,1
2020-09-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.791625,0.0,1
2020-09-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.75,0.0,1
2020-09-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.125,0.0,1
2020-09-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.2915,0.0,1
2020-09-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.416625,0.0,1
2020-09-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.1665,0.0,1
2020-09-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.4165,0.0,1
2020-09-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.2916250000000002,0.0,1
2020-09-15,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.3331250000000001,0.0,1
2020-09-16,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.58325,0.0,1
2020-09-17,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.5415,0.0,1
2020-09-18,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.833375,0.0,1
2020-09-19,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.45837500000000003,0.0,1
2020-09-20,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.75,0.0,1
2020-09-21,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.374875,0.0,1
2020-09-22,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.291875,0.0,1
2020-09-23,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.2085,0.0,1
2020-09-24,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.95825,0.0,1
2020-09-25,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.999875,0.0,1
2020-09-26,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.6251249999999997,0.0,1
2020-09-27,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.000125,0.0,1
2020-09-28,kp_dst,kp_mean_daily,kp_mean_daily,raw,4.250125,0.0,1
2020-09-29,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.125,0.0,1
2020-09-30,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.958375,0.0,1
2020-10-01,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.33325,0.0,1
2020-10-02,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.95825,0.0,1
2020-10-03,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.16675,0.0,1
2020-10-04,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.833375,0.0,1
2020-10-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.9165,0.0,1
2020-10-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.25,0.0,1
2020-10-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.95825,0.0,1
2020-10-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.416625,0.0,1
2020-10-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.08325,0.0,1
2020-10-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.16675,0.0,1
2020-10-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.4165,0.0,1
2020-10-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.541625,0.0,1
2020-10-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.45825000000000005,0.0,1
2020-10-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.0,0.0,1
2020-10-15,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.25,0.0,1
2020-10-16,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.8335,0.0,1
2020-10-17,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.125,0.0,1
2020-10-18,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.41650000000000004,0.0,1
2020-10-19,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.54175,0.0,1
2020-10-20,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.875,0.0,1
2020-10-21,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.79175,0.0,1
2020-10-22,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.0831250000000001,0.0,1
2020-10-23,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.125,0.0,1
2020-10-24,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.08325,0.0,1
2020-10-25,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.7501249999999997,0.0,1
2020-10-26,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.875,0.0,1
2020-10-27,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.791625,0.0,1
2020-10-28,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.29175,0.0,1
2020-10-29,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.416625,0.0,1
2020-10-30,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.08325,0.0,1
2020-10-31,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.375,0.0,1
2020-11-01,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.79175,0.0,1
2020-11-02,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.33337500000000003,0.0,1
2020-11-03,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.41675,0.0,1
2020-11-04,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.333125,0.0,1
2020-11-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.666625,0.0,1
2020-11-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.75,0.0,1
2020-11-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.583375,0.0,1
2020-11-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.125,0.0,1
2020-11-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.0,0.0,1
2020-11-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.08325,0.0,1
2020-11-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.749875,0.0,1
2020-11-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.6665,0.0,1
2020-11-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.625,0.0,1
2020-11-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.583375,0.0,1
2020-11-15,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.624875,0.0,1
2020-11-16,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.08325,0.0,1
2020-11-17,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.333375,0.0,1
2020-11-18,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.58325,0.0,1
2020-11-19,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.4165,0.0,1
2020-11-20,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.6251250000000002,0.0,1
2020-11-21,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.16675,0.0,1
2020-11-22,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.7501249999999997,0.0,1
2020-11-23,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.91675,0.0,1
2020-11-24,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.75,0.0,1
2020-11-25,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.583375,0.0,1
2020-11-26,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.499875,0.0,1
2020-11-27,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.58325,0.0,1
2020-11-28,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.125,0.0,1
2020-11-29,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.874875,0.0,1
2020-11-30,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.58325,0.0,1
2020-12-01,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.291625,0.0,1
2020-12-02,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.708375,0.0,1
2020-12-03,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.45825,0.0,1
2020-12-04,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.041625,0.0,1
2020-12-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.91675,0.0,1
2020-12-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.45825,0.0,1
2020-12-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.29175,0.0,1
2020-12-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.875,0.0,1
2020-12-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.625,0.0,1
2020-12-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.499875,0.0,1
2020-12-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.5,0.0,1
2020-12-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.875,0.0,1
2020-12-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.041625,0.0,1
2020-12-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.625,0.0,1
2020-12-15,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.458375,0.0,1
2020-12-16,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.416625,0.0,1
2020-12-17,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.16662500000000002,0.0,1
2020-12-18,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.29150000000000004,0.0,1
2020-12-19,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.20825,0.0,1
2020-12-20,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.999875,0.0,1
2020-12-21,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.45825,0.0,1
2020-12-22,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.75,0.0,1
2020-12-23,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.333125,0.0,1
2020-12-24,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.91675,0.0,1
2020-12-25,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.041625,0.0,1
2020-12-26,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.9585,0.0,1
2020-12-27,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.375125,0.0,1
2020-12-28,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.791625,0.0,1
2020-12-29,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.458375,0.0,1
2020-12-30,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.875125,0.0,1
2020-12-31,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.624875,0.0,1
2021-01-01,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.541625,0.0,1
2021-01-02,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.08325,0.0,1
2021-01-03,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.12487500000000001,0.0,1
2021-01-04,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.333125,0.0,1
2021-01-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.9585,0.0,1
2021-01-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.25,0.0,1
2021-01-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.124875,0.0,1
2021-01-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.24975000000000003,0.0,1
2021-01-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.33325,0.0,1
2021-01-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.583375,0.0,1
2021-01-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.249875,0.0,1
2021-01-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.875,0.0,1
2021-01-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.75,0.0,1
2021-01-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.1665,0.0,1
2021-01-15,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.5,0.0,1
2021-01-16,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.7085,0.0,1
2021-01-17,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.2915,0.0,1
2021-01-18,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.75,0.0,1
2021-01-19,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.29175,0.0,1
2021-01-20,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.333375,0.0,1
2021-01-21,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.249875,0.0,1
2021-01-22,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.5,0.0,1
2021-01-23,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.833375,0.0,1
2021-01-24,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.25,0.0,1
2021-01-25,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.75,0.0,1
2021-01-26,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.291625,0.0,1
2021-01-27,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.2916250000000002,0.0,1
2021-01-28,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.58325,0.0,1
2021-01-29,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.499875,0.0,1
2021-01-30,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.249875,0.0,1
2021-01-31,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.16675,0.0,1
2021-02-01,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.25,0.0,1
2021-02-02,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.8335,0.0,1
2021-02-03,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.458375,0.0,1
2021-02-04,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.666625,0.0,1
2021-02-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.291875,0.0,1
2021-02-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.374875,0.0,1
2021-02-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.000125,0.0,1
2021-02-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.375,0.0,1
2021-02-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.83325,0.0,1
2021-02-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.45837500000000003,0.0,1
2021-02-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.375,0.0,1
2021-02-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.124875,0.0,1
2021-02-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.45825,0.0,1
2021-02-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.91675,0.0,1
2021-02-15,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.000125,0.0,1
2021-02-16,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.375,0.0,1
2021-02-17,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.83325,0.0,1
2021-02-18,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.958375,0.0,1
2021-02-19,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.7083749999999998,0.0,1
2021-02-20,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.5,0.0,1
2021-02-21,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.333375,0.0,1
2021-02-22,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.166625,0.0,1
2021-02-23,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.5,0.0,1
2021-02-24,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.29175,0.0,1
2021-02-25,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.7085,0.0,1
2021-02-26,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.2498750000000003,0.0,1
2021-02-27,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.9167500000000001,0.0,1
2021-02-28,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.20825,0.0,1
2021-03-01,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.375,0.0,1
2021-03-02,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.1248750000000003,0.0,1
2021-03-03,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.208375,0.0,1
2021-03-04,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.000125,0.0,1
2021-03-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.25,0.0,1
2021-03-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.833125,0.0,1
2021-03-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.791875,0.0,1
2021-03-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.08325,0.0,1
2021-03-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.583375,0.0,1
2021-03-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.2915,0.0,1
2021-03-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.708375,0.0,1
2021-03-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.5416250000000002,0.0,1
2021-03-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.000125,0.0,1
2021-03-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.58325,0.0,1
2021-03-15,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.666625,0.0,1
2021-03-16,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.500125,0.0,1
2021-03-17,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.041625,0.0,1
2021-03-18,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.125,0.0,1
2021-03-19,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.291625,0.0,1
2021-03-20,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.7501249999999997,0.0,1
2021-03-21,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.3751249999999997,0.0,1
2021-03-22,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.70825,0.0,1
2021-03-23,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.33325,0.0,1
2021-03-24,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.125,0.0,1
2021-03-25,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.708375,0.0,1
2021-03-26,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.20825,0.0,1
2021-03-27,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.166625,0.0,1
2021-03-28,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.08325,0.0,1
2021-03-29,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.666625,0.0,1
2021-03-30,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.708375,0.0,1
2021-03-31,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.125,0.0,1
2021-04-01,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.70825,0.0,1
2021-04-02,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.208375,0.0,1
2021-04-03,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.875,0.0,1
2021-04-04,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.583375,0.0,1
2021-04-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.916625,0.0,1
2021-04-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.375,0.0,1
2021-04-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.833375,0.0,1
2021-04-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.875125,0.0,1
2021-04-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.58325,0.0,1
2021-04-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.9167500000000001,0.0,1
2021-04-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.4585000000000001,0.0,1
2021-04-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.083375,0.0,1
2021-04-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.20825,0.0,1
2021-04-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.375125,0.0,1
2021-04-15,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.291625,0.0,1
2021-04-16,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.1248750000000003,0.0,1
2021-04-17,kp_dst,kp_mean_daily,kp_mean_daily,raw,4.000125,0.0,1
2021-04-18,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.166625,0.0,1
2021-04-19,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.20825,0.0,1
2021-04-20,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.625,0.0,1
2021-04-21,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.54175,0.0,1
2021-04-22,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.12475,0.0,1
2021-04-23,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.54175,0.0,1
2021-04-24,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.91675,0.0,1
2021-04-25,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.000125,0.0,1
2021-04-26,kp_dst,kp_mean_daily,kp_mean_daily,raw,2.125125,0.0,1
2021-04-27,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.374875,0.0,1
2021-04-28,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.416625,0.0,1
2021-04-29,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.0415,0.0,1
2021-04-30,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.166625,0.0,1
2021-05-01,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.1665,0.0,1
2021-05-02,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.958375,0.0,1
2021-05-03,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.208375,0.0,1
2021-05-04,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.791625,0.0,1
2021-05-05,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.249875,0.0,1
2021-05-06,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.666625,0.0,1
2021-05-07,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.541625,0.0,1
2021-05-08,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.624875,0.0,1
2021-05-09,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.583125,0.0,1
2021-05-10,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.624875,0.0,1
2021-05-11,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.5415,0.0,1
2021-05-12,kp_dst,kp_mean_daily,kp_mean_daily,raw,3.625,0.0,1
2021-05-13,kp_dst,kp_mean_daily,kp_mean_daily,raw,1.625,0.0,1
2021-05-14,kp_dst,kp_mean_daily,kp_mean_daily,raw,0.791625,0.0,1
